"","term","statistic","df","p.value"
"1","(Intercept)",965.103632682242,1,6.91215039485301e-212
"2","species",21.6867428240924,1,3.21002047373881e-06
"3","soilType",0.4237085944776,1,0.515092304608714
"4","acidbrickRatioTreat",1.5544901004877,2,0.459670638025975
"5","species:acidbrickRatioTreat",0.530987904929541,2,0.766827080285391
"6","soilType:acidbrickRatioTreat",0.153894649222599,2,0.925938626498982
