"","term","statistic","df","p.value"
"1","(Intercept)",82.0565514679365,1,1.32248078200089e-19
"2","species",0.730324733159138,1,0.392777950090051
"3","soilType",1.50528976639484,1,0.219859235473152
"4","acidbrickRatioTreat",3.0284221618455,2,0.219981664139687
"5","species:soilType",2.84931002050325,1,0.0914131610534125
"6","species:acidbrickRatioTreat",1.42385571402001,2,0.490697290792066
"7","soilType:acidbrickRatioTreat",1.18769676700108,2,0.552198120306416
