"","term","statistic","df","p.value"
"1","(Intercept)",0.457056066151525,1,0.499003048027695
"2","species",14.8126080765399,1,0.000118738997143132
"3","soilType",2.10452942184414,1,0.146863518033226
"4","acidbrickRatioTreat",0.399422971932286,2,0.818967002469189
"5","species:soilType",4.10658182962213,1,0.0427166144573491
"6","species:acidbrickRatioTreat",8.60065120832847,2,0.013564141752062
"7","soilType:acidbrickRatioTreat",1.18302362078953,2,0.553489880141323
